Date,RetentionRate,ChurnRate,LifetimeValue,NPS,CSAT,ActiveUsers,ConversionRate,CustomerAcquisitionCost,OnboardingCompletionRate,ReferralRate
2025-04-15 14:35:39.441569,87.92276758770191,14.569003343351204,656.1898279302603,3,4,2455,3.058055796630417,444.53376150079106,72.1967488991711,11.534938725834909
2025-03-16 14:35:39.441586,86.02739868061336,6.225383837041636,306.13206492892823,0,2,1543,4.079350773936307,335.7986034877505,74.74263512382461,9.575872107974261
2025-02-14 14:35:39.441589,63.12154436893368,8.343218733706504,583.9850721735284,6,5,4293,4.584149018825131,464.05873328491913,87.43198495357981,11.623669872437599
2025-01-15 14:35:39.441591,66.00581749417681,12.164992297744769,923.0948914500484,3,4,4852,2.096511812050954,373.29986451142565,87.40115263513557,12.221355127653847
2024-12-16 14:35:39.441593,88.8475510961025,6.412559267742788,976.8471418210723,1,3,1810,3.056418881413325,299.34152080992135,70.31786858425676,9.27538554779026
2024-11-16 14:35:39.441595,80.81477656072965,13.432842527835223,252.82482075765392,6,2,4351,2.479627781177189,345.3922245235694,73.01206778580291,17.29708907597031
2024-10-17 14:35:39.441597,82.8109189183672,11.706121142841539,506.9820224992845,3,1,3210,3.0871093721589715,387.80536732122226,73.03620016989771,18.133106051063223
2024-09-17 14:35:39.441600,69.79345119242767,12.74704916991343,968.4910315988428,4,5,585,2.4647593691700065,387.1831065491426,83.1893476750452,12.104462244156696
2024-08-18 14:35:39.441602,85.85103029875079,12.245586499940671,920.0799175016284,2,2,443,4.5146960925467825,420.53104516233617,81.05975796903948,5.333865503807093
2024-07-19 14:35:39.441605,67.34407082904903,9.37630358313358,797.7904992701652,5,5,2828,3.0683135135887873,357.2520835182286,88.13935188717937,14.328772712036098
2024-06-19 14:35:39.441607,80.42024253998632,10.134687122417585,870.2824595376726,0,5,637,1.1210839638572323,278.50229909960774,87.60054793234667,5.688574708287764
2024-05-20 14:35:39.441608,82.18330824256866,7.540110924633609,236.1898550611597,6,1,3618,2.69845588293477,493.89645087753087,88.78440841884411,19.25449167549701
2024-04-20 14:35:39.441611,77.63270616475921,12.475441153136828,990.0410698955122,1,1,4392,1.887331717079948,490.3005629334347,87.40755273841356,19.17468813654554
2024-03-21 14:35:39.441612,87.19180912108662,12.919846167877557,492.07911937173975,4,2,4284,2.5151636376429747,342.2248450098344,83.2341643148159,16.34545456766153
2024-02-20 14:35:39.441614,77.13081243890777,5.753485601374832,650.1975681492432,2,3,3033,2.7405276353010892,102.37855688799418,86.95280564286679,16.020061781666453
2024-01-21 14:35:39.441616,78.59879978976493,7.705700796683522,374.0004715767888,8,1,1987,3.2370909089969997,166.835666673782,74.03470614292003,5.375568646195465
2023-12-22 14:35:39.441618,87.73389551409124,5.88879434651442,784.6929922985123,7,3,2559,4.732495154035235,58.22422703175691,88.52845149205598,14.862725078547147
2023-11-22 14:35:39.441620,67.06209061907023,13.819994740434598,707.0773206679123,8,2,3451,1.0703329040708685,404.74633096266825,70.86068728043024,17.418415289605008
2023-10-23 14:35:39.441622,69.21052029866067,10.286228189411057,312.0421830273581,10,2,388,4.338344391733312,382.5474590377671,83.32324348960344,11.262225457109075
2023-09-23 14:35:39.441624,73.40565448926992,6.523809456290007,360.5278428244067,4,5,4009,2.551044212836453,153.3003937944643,87.13053724774731,18.56206197964337
2023-08-24 14:35:39.441626,87.97609252778564,14.459101043594485,799.3826151213709,0,3,714,1.2291476583013456,212.53174076673534,87.73133413274212,17.122009015686757
2023-07-25 14:35:39.441628,88.03837712787512,9.050940945537041,174.3617329093738,0,5,4214,3.0584155361306316,394.08027087627136,72.2173768672456,19.31352285776842
2023-06-25 14:35:39.441630,73.53885246633021,7.405895079836121,973.5507077174574,5,4,4165,1.5125640577777242,348.83222896881466,83.45981574497212,9.21069301345782
2023-05-26 14:35:39.441632,84.70851383922236,12.872278584006153,122.32172820169458,4,4,3575,2.106468330033879,443.54734504028596,79.62930552231204,10.929579422236166
2023-04-26 14:35:39.441633,75.04017696269534,14.234433494330348,741.8992496717061,0,2,913,1.7264665610253664,54.20933070534091,77.40136596426169,13.28324910293253
2023-03-27 14:35:39.441636,71.56107297881717,8.501849930766888,538.5902831885808,0,3,428,1.2206504659995487,291.1169625031446,73.9317222390319,17.799623700961032
2023-02-25 14:35:39.441637,77.49170843609193,14.202670275570743,581.1975134817707,3,1,1111,1.6617366757013543,343.91064594941855,83.37726248611624,5.590207193487125
2023-01-26 14:35:39.441639,62.18576464583772,14.057208867330637,956.1325168438007,4,3,855,4.474659915743601,326.71658497024265,71.12407306702647,6.740884507414739
2022-12-27 14:35:39.441641,72.59023574787794,9.711095419458925,569.091429915952,5,5,428,3.2768964093737747,258.29087851321333,72.27766565832037,10.7977245888842
2022-11-27 14:35:39.441643,73.13873645086957,9.310029729283304,639.3424781591478,2,1,1553,1.3391086818391154,410.9266921781605,71.06926829460598,7.672446067224165
2022-10-28 14:35:39.441645,66.44320483960652,8.345654261644073,591.3372172568272,1,4,3612,2.4929331561084975,307.64453601209476,79.50818921930453,8.55819358682878
2022-09-28 14:35:39.441647,86.42057860955224,14.331819936049895,240.79872877229874,3,4,2932,1.7656814193484518,316.200016476946,85.28265168575128,15.595051962095157
2022-08-29 14:35:39.441649,62.830387258134984,8.34065537770691,933.9511939953154,9,4,2818,3.253697133186169,408.79470035223545,79.35911408773455,11.499052023830696
2022-07-30 14:35:39.441651,66.61901020357828,12.525946972212326,337.63032631263366,1,5,4808,3.330772437799379,364.49134740185787,71.50889424257743,18.465689536995594
2022-06-30 14:35:39.441653,83.51481130619888,8.85178637288124,993.2856530561087,4,4,1650,2.7871414900603138,123.68187124019133,89.7704792004003,6.597790588183936
2022-05-31 14:35:39.441654,77.37258567373769,10.036821662596555,119.73161037981976,10,4,4114,3.160914854855967,215.36128129517482,73.77280027463134,14.167388253209687
2022-05-01 14:35:39.441656,72.41454104255067,5.192868518268026,900.8492043256988,6,5,3009,1.4331496069560345,243.6765459594434,80.13582594441829,10.73934660841829
2022-04-01 14:35:39.441658,88.92482567906386,7.89481464280604,776.5054355773947,10,3,2787,2.672027365708863,342.7716886873553,74.02025584990933,13.121238912047884
2022-03-02 14:35:39.441660,85.6312854795459,13.080477523353913,917.9903506449368,4,3,598,1.9941046289353457,296.43786381270263,80.9679197820022,9.11539974795813
2022-01-31 14:35:39.441662,84.95917018674945,11.350011232608267,313.94238910035904,5,1,1894,3.4547803665126664,490.4462164440641,83.61055933198952,5.095403308961132
2022-01-01 14:35:39.441664,72.0227282509289,11.557525520507301,591.834406109627,4,1,381,4.631978746297669,268.76076898680003,89.17090118851219,12.95056832135471
2021-12-02 14:35:39.441666,89.60854619226764,8.547206347046565,366.5825125128527,10,4,4825,4.975451913828598,121.58832998089882,76.4349287084191,13.709078911885983
2021-11-02 14:35:39.441682,79.34529988904319,10.634204465572786,491.16518182256294,6,4,3454,1.1493909886312217,381.189989180839,83.83741939443698,10.124279905448839
2021-10-03 14:35:39.441685,70.4477540227178,13.856544470837662,796.8798208177736,0,1,822,1.335959235348767,128.44091086233465,83.81819686786181,8.854154714576135
2021-09-03 14:35:39.441688,68.73522160466665,6.901658962202185,616.7462686278117,3,4,4715,4.521199424364358,328.90700509140765,81.2330502173237,11.04750284559297
2021-08-04 14:35:39.441691,78.34534950279543,14.138016443157355,817.2038062760103,4,5,4690,1.9873717798066317,86.75676411187595,86.95200364103971,12.295401557932443
2021-07-05 14:35:39.441694,88.3421317575202,10.816136828462424,310.2668766900905,8,1,2278,1.745199709465159,119.30217900083707,84.3307248538517,13.59674937020849
2021-06-05 14:35:39.441697,79.29758799209932,10.04934342562585,105.55962274818236,5,2,3201,2.094727954491856,107.5808538896023,71.77278614258363,10.443106271672084
2021-05-06 14:35:39.441700,71.23646802372096,8.351136217847248,343.3306987885253,0,4,592,1.267138279466713,198.48608132243442,87.05734494112824,19.886523573107127
2021-04-06 14:35:39.441706,84.12659322727153,6.616217446587233,138.52849293568,6,2,2106,2.2552127285435453,226.4837321343951,89.84185526498975,13.314663136359071
2021-03-07 14:35:39.441710,82.66716123143004,5.300288966688305,368.6490603884183,2,3,3047,2.5819216712495576,297.44466371373744,86.07854869316782,11.956158460348842
2021-02-05 14:35:39.441713,77.08939179424121,13.309217472428026,570.9489998969932,7,4,1168,4.7218246364036816,154.44267215482773,82.60267176072223,17.5637750420071
2021-01-06 14:35:39.441716,82.29663647074966,10.301254293241666,521.333796216464,4,3,3512,1.893716626484589,262.6478705588135,72.28070191137827,11.352046609251069
2020-12-07 14:35:39.441719,64.61044886164247,9.091046566721525,438.99322218794686,8,1,4004,1.489895936029321,220.97964377049914,80.34399442023326,6.736000676352847
2020-11-07 14:35:39.441721,72.4466067893693,13.503111191819512,801.1200908934717,4,4,4586,1.15040047792119,157.08945926991316,70.69065482315818,9.38447584512646
2020-10-08 14:35:39.441723,66.81682877005271,10.679123740952942,823.9571654086102,7,2,2722,1.1218265386884445,466.57226142925106,85.2395900484716,13.009934800801922
2020-09-08 14:35:39.441725,89.11986690227141,11.91354797443596,880.2689237534651,7,4,777,1.190941015301041,321.2866208467408,80.04627323120442,18.769249171414536
2020-08-09 14:35:39.441726,62.77552069502196,10.26186452772207,602.1027749862058,6,3,4310,4.404397006619662,53.68068216404922,87.28825642898099,9.737263224962005
2020-07-10 14:35:39.441729,61.652811505812906,10.493093967486194,811.1654451915736,0,1,2681,3.0415282620347757,490.4306732263728,89.37216635841591,15.1186984347901
2020-06-10 14:35:39.441730,81.34804685612662,12.268684278391891,510.97991003046775,10,1,1752,3.2591352367434943,458.3256421769572,89.73771068607049,6.497982389899973
2020-05-11 14:35:39.441732,67.65732677513822,10.409673382512752,476.2559235026982,9,4,1042,4.074716220722925,276.9961434399529,71.85834742148714,9.837285650414394
2020-04-11 14:35:39.441734,77.60924505588034,7.764544132278514,599.207437922131,5,4,1136,1.5095033841370111,366.45198362350254,82.19078610158417,8.864480285127211
2020-03-12 14:35:39.441736,77.22783287139802,6.018952331094613,630.0184890874286,6,1,3222,3.8426924151953687,173.69037578825518,75.08681207553626,11.067091177515794
2020-02-11 14:35:39.441738,71.15457078165574,6.5716457943418725,295.44659195539964,8,5,1288,4.103355660848452,466.080857453816,73.95464527149701,13.80822601145122
2020-01-12 14:35:39.441740,79.26776757852927,10.78309158772061,119.98117769409305,0,1,769,2.0132686819787713,484.13083703187345,85.64761843728238,14.57585623582689
2019-12-13 14:35:39.441742,62.468369579972475,10.902188315853392,152.30982834498346,5,3,414,3.332115109282572,176.12144422890202,85.53107453221195,14.725794050824426
2019-11-13 14:35:39.441744,85.2490982795364,14.553206907803979,608.685898019316,7,3,3814,4.9717121209497,166.98002252704995,74.17567944742561,5.81975916926053
2019-10-14 14:35:39.441746,69.22625837086034,5.399718631692732,600.1214925971137,1,3,2257,4.018079519389551,134.9214991926391,83.59489971370029,14.718543461409503
2019-09-14 14:35:39.441748,66.53249578959525,12.268960307916165,138.6146763683408,8,5,3713,4.2267113886635475,348.06468473534693,86.67741421332477,18.2286160033373
2019-08-15 14:35:39.441750,63.95995287743458,8.491396894774272,659.3919084805611,10,2,4997,2.1479862800615375,186.04025306751532,77.1470248089455,6.992007258728041
2019-07-16 14:35:39.441751,63.44046217869128,10.142912388137507,906.3365238056956,1,1,1061,2.753602087400931,436.8859606316118,74.91933425692855,10.529296259187563
2019-06-16 14:35:39.441753,73.38870559255588,9.913772008562788,853.3480030056762,6,5,153,3.288865883485644,310.85025666051905,79.60940190519388,10.178111340939884
2019-05-17 14:35:39.441755,80.03687955286324,9.48579127631194,664.9868314140987,5,1,2242,2.1076909314793033,386.8435668913729,77.46502577234608,7.6169821449142585
2019-04-17 14:35:39.441757,74.25122083209077,5.928668669856917,656.4618316349947,10,3,4681,2.136527613804594,293.27475072737946,80.72279343595683,19.27819925002838
2019-03-18 14:35:39.441759,84.20237102674335,9.46535984831397,802.4987095072033,6,3,1250,1.930416973545933,277.9624184599798,84.11010859385878,18.483690104706184
2019-02-16 14:35:39.441761,69.30359346033445,10.2204719080544,805.7361148411582,7,1,346,1.5095672179271737,173.18900717168344,70.06491296161416,7.7958470062678416
2019-01-17 14:35:39.441762,76.43636310049358,5.084324902232655,919.6066140510911,0,4,819,2.244965204045381,163.35613742325995,79.47003269376991,8.129636395751962
2018-12-18 14:35:39.441765,74.28324831705729,9.9026043341572,503.0477095141573,4,2,2814,2.4443865843104424,103.61208843933011,73.26251876148945,14.941757409500006
2018-11-18 14:35:39.441767,76.74357426955358,9.44612153879389,863.0191510094725,3,1,4087,2.8412707465020866,465.5068549563342,80.675988270477,7.030004360458667
2018-10-19 14:35:39.441768,84.54359176392427,10.666136529829462,743.9637580803651,2,5,372,3.329811748980959,198.24378566878482,77.0582784903203,19.082908284389646
2018-09-19 14:35:39.441770,62.603223597369144,12.53853052600595,260.78125957470036,10,5,3316,1.9572835355516123,238.71371074318495,75.39205259984996,8.001554720148228
2018-08-20 14:35:39.441772,84.03770173126124,8.799036479788489,621.9488236807911,2,4,4763,3.584488799583728,130.6650418620475,81.71472058145886,17.361572982660295
2018-07-21 14:35:39.441774,86.6412454022963,10.232388080226334,871.7821167038023,8,1,509,4.8976972832505785,148.99394611073177,83.58773533883895,11.77618856219645
2018-06-21 14:35:39.441785,67.30449175820598,7.1736321347596865,904.3849261145782,2,2,4701,1.0011425530923561,58.754527675304544,75.06457330230089,6.387234035680892
2018-05-22 14:35:39.441787,84.2578891323694,5.186545966201592,241.72474545736145,5,4,2163,3.903575251861218,398.83993923367,87.71704804630436,17.850524888835835
2018-04-22 14:35:39.441789,84.90202457901624,5.288754225240279,934.2368040611118,1,4,3702,1.8241193790581076,376.3556908743627,87.75210185770423,9.414748655476231
2018-03-23 14:35:39.441791,68.98645337898817,6.034920147319308,370.0546617765178,9,2,3245,3.5604470266321364,457.5944952499679,74.81240099671281,16.351715725742384
2018-02-21 14:35:39.441793,70.9496523914292,6.29039340289549,381.8285775876306,8,1,981,1.1982597095093688,294.54785047304983,83.21493411184699,9.516627949435852
2018-01-22 14:35:39.441795,84.58569647722975,7.2628719637263695,871.6242475685424,0,5,2961,1.584805833202529,354.77095049429886,74.29848090159452,10.472085951136147
2017-12-23 14:35:39.441797,89.03529234163109,12.497326918602344,700.2506944565199,4,4,4224,1.6194762037968862,439.4030314998039,78.80516437893624,14.876612012315364
2017-11-23 14:35:39.441798,61.86937192529746,6.510263211455939,929.9019226688168,3,3,152,3.1263992877856714,284.70678498751045,75.96729916350881,10.471415246414796
2017-10-24 14:35:39.441800,83.66660607480031,8.987304689977012,427.39930113778945,7,5,3027,2.2148453687573544,424.38619960822643,81.6157773114003,15.463828992036953
2017-09-24 14:35:39.441802,68.61733834662658,9.400525294595713,100.43260806353067,10,1,3771,3.9914047322697734,96.48160265917542,83.93953986799721,19.52358875697437
2017-08-25 14:35:39.441804,72.27624851050402,14.748324505439633,317.907371630434,4,3,424,3.654041440264836,288.3368154425684,89.1700524632188,15.059791606356127
2017-07-26 14:35:39.441806,88.92916764071043,7.4930494359129565,575.3124986033396,7,5,108,3.0062577725343225,234.18537184090422,71.4363528665875,8.493712989667772
2017-06-26 14:35:39.441808,67.46832158693637,13.647093138408431,986.6884591884484,8,1,1666,2.074767699075786,396.4733383903716,87.43629965286263,12.318567110159126
2017-05-27 14:35:39.441810,79.5549504941848,6.938198252472361,845.7964880855186,1,2,4683,3.8871175826542776,492.4212439666504,84.59278484581374,9.844943495146236
2017-04-27 14:35:39.441812,78.38019087730034,7.634164569730234,624.7835015488739,1,5,2383,1.0765390246977962,475.92072349760275,84.21585959801696,15.649255142387194
2017-03-28 14:35:39.441814,66.76293282612136,10.044081218652039,903.6888236958174,1,2,4143,4.184947671472136,270.3725393378862,79.94798378150035,19.983031395449526
2017-02-26 14:35:39.441816,75.07433701818769,7.958941140508479,224.88784987836289,2,1,262,4.124874439064303,116.32437068162204,82.15172518400252,15.58053849728464
